model	num_x	num_r	num_p	p_n	p_l	p_q	p_p	p_e	p_L	p_Q	p_P	p_E	p_o	1_1_08_06	1_1_10_14	1_1_12_10	1_1_16_08	1_6_08_06	1_6_10_14	1_6_12_10	1_6_16_08	1_7_08_06	1_7_10_14	1_7_12_10	1_7_16_08	1_8_08_06	1_8_10_14	1_8_12_10	1_8_16_08	1_9_08_06	1_9_10_14	1_9_12_10	1_9_16_08	2_1_08_06	2_1_10_14	2_1_12_10	2_1_16_08	2_6_08_06	2_6_10_14	2_6_12_10	2_6_16_08	2_7_08_06	2_7_10_14	2_7_12_10	2_7_16_08	2_8_08_06	2_8_10_14	2_8_12_10	2_8_16_08	2_9_08_06	2_9_10_14	2_9_12_10	2_9_16_08
{lou2009_fig2-user}	6	12	12	0.25	0.75	0	0	0	0	0	0	0	0	0.8151016456999999	0.7533552043	0.7738970587999999	0.7736600306	0.9040801718000001	0.8317418504999999	0.8342140026	0.8618219037999999	0.9202185792	0.8414390406000001	0.8459477562000001	0.8786086956999999	0.8767788962	0.8436873747	0.8465147453	0.8746537395999999	0.7801111797	0.7229536348000001	0.7392449517	0.7453526114	0.8716356108	0.6995292163	0.8490756303	0.8591836734999999	0.9933149823	0.725862069	0.9783113865	1.0	0.9968429361	0.7063758389	0.9539274924	0.9481981982	0.9737856592	0.7818012998999999	0.9539274924	0.9786904301	0.8445336008	0.7793890774	0.8070287540000001	0.8389239454999999
{ma2002_fig2-user}	7	14	14	0.07142857142857142	0.9285714285714286	0	0	0	0	0	0	0	0	0.8507697141	0.28214211289999996	0.2856841439	0.4330028782	0.8777957861	0.5272585670000001	0.40423943869999995	0.6364277321	0.8646232439	0.5577754892	0.5971334068	0.6564848485	0.8491690184999999	0.43321068630000004	0.3863052782	0.6088129496	0.6966812452	0.6271421954999999	0.6495562485	0.6600048745	0.7686630712000001	0.27706159199999997	0.271860255	0.3606819393	1.0	0.2738673139	0.3393058514	0.88093689	0.9992619926	0.25247063210000004	0.2899047211	0.3486994592	0.9970544919	0.25386706670000003	0.3181764775	0.8657289003	0.8707395498	0.326304374	0.7398907104000001	0.7797293406
{marhl2000_fig2-user}	5	7	11	0	0.8571428571428571	0	0	0	0	0	0	0	0.42857142857142855	0.853431046	0.3848965897	0.3415696383	0.543795104	0.6513007372	0.2510862108	0.21156651710000002	0.35113527340000006	0.5874350352000001	0.23607826269999999	0.202807536	0.3226158496	0.43847338700000005	0.18433422870000002	0.1517113418	0.24715415780000002	1.0	0.4053583672	0.3651653364	0.5705166271000001	0.7204724409000001	0.33896361630000005	0.29228780039999996	0.4484770685	0.447510917	0.1726647796	0.1483841075	0.2586224301	0.3801562964	0.1301608806	0.1125049402	0.19735017719999998	0.32307692309999997	0.1236168296	0.10803137210000001	0.17794550039999998	0.7713769570000001	0.3321664722	0.2761668643	0.43225915299999995
{martins2003_fig6-user}	14	16	16	0	1	0	0	0	0	0	0	0	0	0.8133096266	0.3616036138	0.3328136368	0.5081733058	0.8862441185	0.6375945838	0.6434887460000001	0.6596621343	0.9159038902	0.6504164128000001	0.6056364668	0.6772419628	0.8479872881	0.4925396093	0.45979322229999997	0.5466029362	0.7293849658	0.6962383126999999	0.6781024989	0.6597980631	0.7846116148000001	0.5823935977	0.3739780425	0.5793377963	1.0	0.6899375135	0.5486634681	0.7721244273000001	0.9685420448000001	0.6732548359999999	0.5326014636999999	0.7424066775	0.9310846176	0.6383572568	0.4983657588	0.7367694431999999	0.8291040910999999	0.6633519785	0.5951672861999999	0.7315512908
{marwan2003_fig5b-user}	12	12	12	0	0.8333333333333334	0	0	0	0.16666666666666666	0	0	0	0	0.5058602228	0.32043996329999996	0.3234641007	0.0237168094	0.887985776	0.6291164297	0.7316868983	0.8413959084999999	0.8938890309	0.6162524238	0.7221648420000001	0.8070175439	0.8875349073000001	0.5509850276	0.6860282575	0.8319847692	0.7306165098999999	0.5960784314	0.6541916168	0.6728252502	0.4826729256	0.3245149912	0.30847966120000003	0.0143019027	1.0	0.3118644068	0.39179648100000003	0.7510204081999999	0.28008332	0.2769108911	0.3750268183	0.6879181425	0.9847887324	0.2987012987	0.3468253968	0.6560330268	0.8307984790999999	0.40416184969999996	0.42738386310000004	0.6937884501
{mcauley2012_fig1b-user}	34	35	44	0	0.8857142857142857	0	0	0	0.2	0	0	0	0	0.0	0.0	0.0	0.0	0.23683526559999998	0.011873594599999999	0.0369358937	0.12467338060000001	0.20895099609999998	0.0117638244	0.052053149699999995	0.1265170448	0.1120014846	0.0063888729	0.0201291875	0.0563790192	1.0	0.028327366899999998	0.1399371874	0.46539551560000003	0.0	0.0	0.0	0.0	0.2960780316	0.0669314756	0.14291952800000002	0.23419523579999998	0.2562500689	0.059889353	0.1537924416	0.19717096809999998	0.09660059369999999	0.0256884355	0.056685727400000004	0.08156864259999999	0.9785643596	0.26693739699999997	0.7372921691	0.9412062540999999
{mellor2012_fig3a-user}	10	5	8	0	0	0	0	0	0	0	0	0	1	0.8473839069	0.7970160029000001	0.769561429	0.6707848101	1.0	0.9751214484999999	0.5530600317000001	0.3959117805	0.9966897382	0.9702651238	0.8552614590000001	0.745023057	0.9966147595999999	0.9581947056	0.41685283659999994	0.5303230455	0.7394507703000001	0.715450667	0.6992505014	0.6644931534	0.8031524704	0.7910670568000001	0.7285525737	0.6310674987	0.9675016432	0.9480463718000001	0.4085862324	0.7902648533	0.9627906976999999	0.9349989414000001	0.8602038829	0.7303599978	0.9566724437	0.9248813181000001	0.6944124121999999	0.7093596059	0.8236244948999999	0.7994689518000001	0.7661346287	0.6853240908
{miao2008_fig1}	4	9	9	0	1	0	0	0	0	0	0	0	0	0.7813275434	0.7290882779000001	0.7767499229000001	0.7654208446999999	0.8055644388	0.7589635431999999	0.7677537336	0.7874335729999999	0.8194534808	0.7603380622	0.7840024899	0.8027405991	0.8245499181999999	0.7637962401	0.7810852712999999	0.7984152139	0.7318419523999999	0.6901369863	0.7003058104000001	0.7230195178000001	0.9213606437	0.2392439928	0.8901060071	0.9057892844	0.992122883	0.2032107131	0.8565113906999999	0.9816835542	1.0	0.18620638679999998	0.8588475963	0.990562328	0.9718364198	0.1732462173	0.8125806452	0.9893951296	0.8728343728	0.21540961179999998	0.8665290678	0.8740458015000001
{montanez2008_fig3a-user}	3	5	18	0	0	0	0	0	0.2	0	0	0	1	0.8574596136	0.7101259181999999	0.7776501004999999	0.8298589822	0.9026342114	0.6856636272	0.7860046458	0.8687419769	0.8999335106	0.6238764692000001	0.7828224407	0.8342064715	0.8831973899	0.6367913432	0.7492388597	0.825304878	0.8143802647	0.6825516894	0.7380043620000001	0.7855484620000001	0.9163845633	0.5371031746	0.8056547619	0.8823337679000001	1.0	0.50437861	0.38391717490000005	0.6513474495	0.9623178102	0.36418673479999997	0.6642944785	0.8601843025	0.9213750851000001	0.42798418969999996	0.6745576875	0.8610050891	0.9071715818000001	0.4836519564	0.7224446224	0.8547521314000001
{moriya2011_fig7c-user}	49	51	108	0.058823529411764705	0.8823529411764706	0	0	0	0	0	0	0.0196078431372549	0.23529411764705882	0.0370439444	0.0434146884	0.0342595195	0.031836062400000004	0.2275665559	0.079569432	0.0653031263	0.0969663557	0.20888445670000003	0.0827100732	0.0643214369	0.09284716949999999	0.10784738199999999	0.045718583	0.036130163300000004	0.0514285651	0.5924659295	0.1912211396	0.15267281789999998	0.2355713687	0.0155669285	0.0457026679	0.0338074088	0.005700378199999999	0.4351792392	0.2075803168	0.16723036730000002	0.2275564422	0.3788703445	0.19092167079999997	0.14411884279999998	0.2018148534	0.1841409128	0.09174728380000001	0.0721632372	0.1005241952	1.0	0.5108529366	0.4267800252	0.5838707634
{morris2002_fig1b-user}	4	2	5	0	1	0	0	0	0	0	0	0	0	0.8778562526000001	0.8215396579	0.7831727205	0.7248713551	0.9574082465	0.8919375264	0.8649201801	0.6787664631999999	0.9759815243000001	0.9076460481	0.8659836066	0.7174872666	0.9832480223000001	0.9088172043000001	0.8735014469	0.665511811	0.8448620551999999	0.7406239047	0.6912005234	0.6558038485000001	0.8833612040000001	0.8328734726000001	0.7808573540000001	0.6770265940000001	0.9639598540000001	0.8826232247	0.7988657845	0.7124072825	1.0	0.8923141892	0.8318897637999999	0.6720737913	0.9887693028	0.8852115626	0.8145720893999999	0.7088225428	0.8620971031999999	0.7683636364	0.7256181319	0.6640477686999999
{naresh2011_fig11to13-user}	5	13	10	0.07692307692307693	0.9230769230769231	0	0	0	0.23076923076923078	0	0	0	0.23076923076923078	0.8314201378	0.6204111601	0.7887367766	0.8360817942000001	0.9089279312	0.6930016402	0.8799028115	0.9082766034	0.9141723765	0.7169117647	0.8792924037000001	0.9191443075	0.9378468368	0.4059247398	0.8693415637999999	0.9164859002	0.7484499557	0.6615344468	0.7356355193999999	0.7423133236	0.8986175115	0.47516401119999996	0.7431838170999999	0.8127605002	1.0	0.2996453901	0.7130801687999999	0.9278916545	0.9972462628000001	0.2601600985	0.7345696898999999	0.8759502418999999	0.983701979	0.2974304822	0.6879240163	0.8284313725	0.8555518056	0.4090689043	0.6342256693	0.8109404990000001
{naresh2011_fig6to7-user}	5	13	10	0.07692307692307693	0.9230769230769231	0	0	0	0.23076923076923078	0	0	0	0.23076923076923078	0.828757108	0.6175544794	0.7692655708	0.8157684312000001	0.9269489369	0.4719215469	0.8527248412	0.9205919509	0.9045930129	0.6977157708	0.8409165842	0.8911600279999999	0.9149775784999999	0.6035972074	0.8227419355	0.8952263951999999	0.7765261075	0.6671462202	0.7430444283	0.7562638992	0.8685509961	0.5183416318999999	0.7116350445999999	0.8349975446	1.0	0.4008014457	0.7128283958	0.9104051401000001	0.9695875309	0.3124081333	0.7260176487000001	0.8648694473	0.7469614878	0.37298917810000004	0.6893243243000001	0.9186025572	0.8477646668000001	0.4012743864	0.6625535784000001	0.8135566188
{naresh2011_fig8to10-user}	5	13	10	0.07692307692307693	0.9230769230769231	0	0	0	0.23076923076923078	0	0	0	0.23076923076923078	0.8215661104	0.6134675293999999	0.7795371498	0.8387942333	0.9007741026999999	0.6500761808	0.861952862	0.9010911651000001	0.9058740269	0.6876175128	0.8675025415000001	0.9218581203	0.8852005533	0.6482653836	0.8421052631999999	0.8785175017	0.7524985303	0.6715634837000001	0.7413843035	0.7474452555	0.9087681931	0.4806609087	0.7388167388	0.8645727795	1.0	0.3827751196	0.669106116	0.9555804405	0.9481481481	0.3927585149	0.7260351673000001	0.9142857143	0.7301768397	0.383808096	0.7071823204000001	0.7952780367	0.8561872909999999	0.42737896490000005	0.6314750863	0.3704239618
{neves2008_figs1-user}	37	32	64	0	1	0	0	0	0.59375	0	0	0	0	0.0043956509	0.0179582057	0.0096366303	0.0074198904	0.40052090869999996	0.126751534	0.14482289539999998	0.1905767333	0.4298359128	0.1346085265	0.1637127142	0.23803927190000002	0.2500451671	0.0771467591	0.09453444289999999	0.13474832050000002	0.7735444806999999	0.1794179288	0.2236526704	0.35443254090000004	0.0028347402	0.0164279172	0.0065106484	0.002809424	0.5043425448	0.18620921629999998	0.2193923382	0.3662183021	0.5398868734000001	0.18819263460000002	0.2350410416	0.3505572442	0.2827278608	0.11767373310000001	0.1380938919	0.2060290287	1.0	0.3350683937	0.47281216189999997	0.6651181418
{nyman2012_fig5-user}	9	11	16	0	1	0	0	0	0.09090909090909091	0	0	0	0.09090909090909091	0.0	0.0	0.0	0.0	0.23115873760000002	0.025839997400000002	0.0296586162	0.062151722400000005	0.21371801850000002	0.0253244575	0.0305309081	0.07571403780000001	0.0869507442	0.0145148827	0.0154706409	0.031488610800000004	0.5587816681000001	0.05517222	0.0625796991	0.2409032337	0.0	0.0	0.0	0.0	0.610006215	0.39512882450000003	0.38478878759999996	0.4674365996	0.5371459843999999	0.2858390972	0.3447488584	0.4263683753	0.3226230586	0.1875149257	0.1986842105	0.2537979184	1.0	0.6484968616	0.6867238062000001	0.8668580261
{odea2007_fig3-user}	24	51	70	0.058823529411764705	0.9215686274509803	0.0196078431372549	0	0	0	0	0	0	0	0.0454743739	0.0473419934	0.046527883	0.0142548273	0.5227057711	0.2949655651	0.2455664696	0.33279123	0.5301285742	0.34370139969999997	0.2421334035	0.3062978157	0.3042065852	0.2065343352	0.14468274539999998	0.19390047030000002	1.0	0.6936597615000001	0.38520532659999995	0.5876409275	0.028071762099999998	0.037546721	0.046499297300000006	0.0068413173	0.5703520182	0.3951791717	0.3672560489	0.3909290313	0.541136141	0.4238588416	0.34216882390000003	0.3761317993	0.32251473940000003	0.22930068480000002	0.2085377821	0.2175710798	0.9638869505	0.33631604579999996	0.7263047193000001	0.7716480447
{orfao2008_fig2-user}	12	8	13	0	1	0	0	0	0	0	0	0	0.5	0.040119208999999996	0.0414665711	0.0399649521	0.0107231265	0.6488702929	0.2587253921	0.2371834088	0.3088996893	0.6667239897	0.35818551369999996	0.2409870711	0.29836847780000003	0.46275960850000003	0.2389816927	0.1712985464	0.2195356738	1.0	0.4560639925	0.3248156836	0.4052472039	0.0256510348	0.0388301868	0.0386478727	0.0006705058999999999	0.7832323231999999	0.6508309552	0.5439113356	0.3617279343	0.7662055336	0.6496313672999999	0.5593709421	0.4692000484	0.5342428001	0.42348443469999997	0.3547118024	0.42362325170000004	0.9885262620999999	0.9530481809	0.8346609257	0.8270051195
{ouattara2008_fig3}	3	6	6	0.16666666666666666	0.8333333333333334	0	0	0	0	0	0	0	0	0.002414555	0.0017394310999999999	0.0010141169000000001	0.0005934796	0.9849962490999999	0.2788573856	0.7349566191	0.9204346301999999	1.0	0.33274201719999996	0.7750885478	0.9249735822	0.9988588817	0.2370463983	0.7426470587999999	0.9259520451000001	0.7981762918	0.5261470647	0.7539477462	0.7940731781	0.0022266295	0.0016759932999999999	0.0005121225	0.0005223342	0.9615525449	0.17600536190000002	0.5690140845	0.781547619	0.9879608728	0.1658980353	0.5607516549	0.8025672372	0.7186644773	0.161510548	0.48441247	0.7526511895	0.8977777778	0.21731214829999998	0.6361434109	0.8797319933
{panteleev2002_fig1-user}	8	5	9	0	1	0	0	0	0	0	0	0	0	0.042222793499999994	0.06817238519999999	0.039031614900000004	0.0373108008	0.4560111053	0.1161382159	0.1571249355	0.2586953668	0.47519890369999995	0.16131033150000001	0.1795942835	0.2363965761	0.3436350123	0.11201308900000001	0.1028346885	0.1737708113	0.8812773568000001	0.2551508462	0.2773835625	0.43677906200000005	0.022652157599999997	0.0770785522	0.031745399300000005	0.0105061402	0.6591741181	0.2568624223	0.34471046310000003	0.4452966147	0.6205610884	0.3002332983	0.326737338	0.4309188194	0.3783071188	0.21357811350000003	0.21153444230000001	0.2840294579	1.0	0.7294596595	0.6487820935	0.7999871828
{panteleev2002_fig2a-user}	9	8	15	0	1	0	0	0	0	0	0	0	0	0.0808602298	0.0924568502	0.0615244537	0.0265199937	0.6600614011	0.2152445961	0.2245430809	0.37626282710000003	0.6162063575	0.21313026629999998	0.23977290010000002	0.3438249618	0.4442565981	0.1537961307	0.1548889908	0.2162384566	1.0	0.33572290439999997	0.3652791721	0.5690567854	0.027544038399999998	0.09969018060000001	0.0249988108	0.0064245355	0.3981146368	0.4475352446	0.41597045109999997	0.5925833125	0.7854533378	0.41943779369999995	0.3834927842	0.33675067630000005	0.5411899314	0.2695924765	0.2453828595	0.2497491948	0.536159601	0.8463052423999999	0.6316773504	0.8767377201000001
{panteleev2002_fig3a-user}	9	8	15	0	1	0	0	0	0	0	0	0	0	0.0805896708	0.0762707052	0.045308353200000005	0.047260442699999995	0.5858659299	0.2919776795	0.23826138379999998	0.2330383481	0.5088406163	0.2880120094	0.2416191904	0.34637207700000006	0.35721251880000005	0.20547735620000002	0.1277344493	0.22302795460000002	0.8372817954999999	0.4333656018	0.3696330275	0.5307601107	0.0590277778	0.0824465908	0.0186509645	0.015938508799999997	0.3384008063	0.2790359443	0.2596507057	0.47233294259999997	0.6401334604	0.3721252424	0.3472078594	0.4631034483	0.43118578770000004	0.2184450228	0.2068912396	0.306457747	1.0	0.6655104063	0.5966237228	0.79
{perelson1993_fig11-user}	5	9	10	0	0.8888888888888888	0	0	0	0.1111111111111111	0	0	0	0	0.0008302717999999999	0.0015289294	0.0004983992	0.0	0.6013539652000001	0.1900366748	0.3076390263	0.4223610922	0.6097273975	0.23451761329999998	0.2954761452	0.39971715090000004	0.4620300193	0.16232444	0.2268018675	0.2973981251	0.8341829890000001	0.33904034899999996	0.42770669969999997	0.5549803642	0.000804531	0.001178686	0.0	0.0	0.727251462	0.2151259341	0.34889462460000004	0.4530749053	0.7059491371	0.2319110846	0.3729606526	0.42081754200000004	0.5034817814	0.1768285747	0.2383288616	0.3791463415	1.0	0.43567825109999997	0.5833020638	0.6870718231999999
{perelson1993_fig2and3-user}	5	9	10	0.1111111111111111	0.8888888888888888	0	0	0	0	0	0	0	0	0.0013569893	0.0020917384	0.0007389064	0.0009127442	0.5002660554	0.21857395780000002	0.1753791847	0.3518438553	0.5226203711999999	0.2571644994	0.24339340829999997	0.3408919756	0.38938447810000004	0.1959501707	0.172866397	0.2657996607	0.858346794	0.3323363063	0.3716023107	0.4467595131	0.0011604528999999998	0.0015000112	0.0	0.0007946194	0.5944263411	0.2995588235	0.2576958759	0.5019920319	0.6395939086	0.3314440678	0.2830345977	0.4303218083	0.48952617460000003	0.2524789291	0.37077935869999995	0.3692781823	1.0	0.563173901	0.8959753684	0.44527834450000003
{perelson1996_fig1b_top}	4	5	5	0	1	0	0	0	0	0	0	0	0	0.27674368850000003	0.12456664099999999	0.19277198210000002	0.2017940718	0.8580431177	0.703180212	0.8215306445999999	0.8487532808	0.8523887974	0.7220206531000001	0.8459777632	0.844045677	0.8626208736	0.7052889858	0.8304975923000001	0.8608985025	0.7564327485	0.7353610006	0.7128685588	0.7293487454	0.2596607448	0.147516679	0.1881865134	0.2063162932	0.9606386929	0.2224419604	0.5833145434	0.9758581667	0.4689992748	0.2252111082	0.3762361838	1.0	0.9836501901000001	0.215117246	0.529580348	0.9969171484	0.9007660167	0.2840672011	0.899826087	0.9196587273000001
{piedrafita2010_fig2-user}	11	11	17	0	1	0	0	0	0	0	0	0	0	0.1027150642	0.09018669630000001	0.0803761803	0.09253698630000001	0.4264431089	0.1581362249	0.148228768	0.1932398105	0.40159802149999996	0.1757592157	0.1609177879	0.2060416768	0.2433429395	0.1076230898	0.0980549266	0.1222598674	0.7738269795	0.2752371329	0.20983052530000001	0.3017869907	0.12734127580000001	0.10357940189999999	0.08864998789999999	0.1002231401	0.5805830583	0.3350394794	0.3192076513	0.4282598773	0.5583548238	0.33638753880000005	0.3172289428	0.38873031950000003	0.32735026170000003	0.1995745687	0.1895696293	0.2036809224	1.0	0.6320832397999999	0.3390211587	0.3686048542
{ribeiro2008_fig4-user}	2	5	4	0.4	0.6	0	0	0	0	0	0	0	0	0.8927087269	0.9102465331	0.8794194269	0.8790922619	0.9158914729000001	0.9440671195	0.8957543593999999	0.9005335366	0.9336230739	0.9728283244	0.9155366137000001	0.9067536454	0.9310480693000001	0.9551333872	0.9120030876	0.9112996529	0.8521456906	0.8722775932	0.8346873895999999	0.8433261956	0.923046875	0.9252153485	0.9384432089	0.9376984127	0.968442623	0.976446281	0.9574554295000001	0.9700328407	1.0	0.9817199834	0.9629176854000001	0.9452	0.9936921783	0.9882894187000001	0.9688396884	0.9821280133	0.8947368420999999	0.8896837349	0.8883458647	0.8950757576
{saeidi2012_fig4a-user}	10	7	17	0	1	0	0	0	0	0	0	0	0.14285714285714285	0.0961694466	0.10175754470000001	0.10108352050000001	0.073322321	0.6684315478	0.5951754117	0.4618929963	0.2732229686	0.5949932672	0.5428300201	0.42027669689999997	0.21146399829999998	0.4405819434	0.387506976	0.2999105297	0.1757103608	1.0	0.9319336593	0.7921284223999999	0.43774485520000006	0.0807532875	0.0809914601	0.08829406529999999	0.061114149699999995	0.6526351125	0.5992479349000001	0.4989990247	0.3515096728	0.5977371949	0.5357694004	0.45754494960000003	0.2994578276	0.4146299851	0.366899415	0.3119504525	0.21461529969999998	0.9830114268000001	0.9009267840999999	0.7680334992	0.6334962529
{sarma2012_fig3c-user}	11	10	25	0	1	0	0	0	0	0	0	0	1	0.0744958369	0.083793905	0.0632576581	0.085361942	0.5877819549000001	0.1633708628	0.22287557239999997	0.3143661405	0.5594418105	0.1888484592	0.23842473460000002	0.32069328	0.3819586527	0.1282871795	0.16082081880000001	0.2333669167	0.9188275912999999	0.307699877	0.36096040630000004	0.5518154145	0.046440651500000006	0.11071966009999999	0.0899687828	0.07328505469999999	0.6899062328	0.1825825475	0.2459880428	0.3840933518	0.6321002628	0.16052567410000002	0.2192309041	0.3373428988	0.4142407683	0.1197235676	0.16448372	0.24473184760000002	1.0	0.3127938382	0.402924975	0.5710893982
{sarma2012_fig3f-user}	11	10	24	0	1	0	0	0	0	0	0	0	1	0.1037593821	0.08399977039999999	0.0761946725	0.0754736445	0.6733212984	0.1726275286	0.23642148699999999	0.37797559909999995	0.612072849	0.19089960260000002	0.2385502884	0.3630221951	0.4171765686	0.1215230307	0.153649809	0.24468427210000002	0.8692592423000001	0.2544612997	0.3494828125	0.5021779878	0.12401230869999999	0.118307056	0.0983130388	0.0976965152	0.9153994225	0.22945440949999998	0.3144755985	0.5374357236	0.7911329229999999	0.2097289907	0.28533285329999997	0.4541916382	0.5430202682999999	0.1434572426	0.1953117781	0.3156706882	1.0	0.39007484880000004	0.4976064039	0.7119278416
{sarma2012_fig5a-user}	27	28	45	0	1	0	0	0	0	0	0	0	0	0.0020977557	0.0049129067	0.0017644297	0.0013725825	0.1282674328	0.041198683199999996	0.0447915454	0.0600092312	0.164396312	0.044306203899999994	0.0470854725	0.0813014956	0.0620239102	0.0221631723	0.0245614741	0.0359105248	0.5142088109	0.09209775490000001	0.10479005050000001	0.2145722385	0.0016304312	0.0032256657	0.0016985138	0.0007320107000000001	0.195954338	0.0947351377	0.1011343993	0.1448869353	0.2408800446	0.0995706298	0.1201704801	0.1577909381	0.07409977599999999	0.0367841415	0.040870768700000004	0.0539921674	1.0	0.34895684479999994	0.486614337	0.6816758502
{sarma2012_fig5atod-user}	13	12	30	0	0.9166666666666666	0	0	0	0	0	0	0	1	0.0822312899	0.0672528496	0.0584349586	0.060662313899999994	0.5530351514999999	0.1463593853	0.186513404	0.3154937233	0.49012742659999997	0.1570061871	0.1882748611	0.2842961673	0.32793195350000004	0.09879405390000001	0.1225066488	0.17616555690000002	0.7430209855	0.22792564640000001	0.28973454	0.4412827375	0.1004077325	0.0987845433	0.081504322	0.0872381334	0.8394983273000001	0.19899058109999998	0.2757135797	0.489659668	0.7378216322	0.183232626	0.2455034434	0.42666483520000004	0.4881559666	0.1210261778	0.1661529609	0.2858610355	1.0	0.3736276954	0.46296042670000004	0.6801538689
{sarma2012_fig5b-user}	27	28	45	0	1	0	0	0	0	0	0	0	0	0.0051130544	0.0066989319999999995	0.0032203253999999997	0.0	0.1999506498	0.0350343714	0.0503368212	0.09782958630000001	0.1819701582	0.0366832654	0.0555572484	0.091588386	0.092377261	0.0205117099	0.025482269300000002	0.0435743776	0.5947643125	0.0714481651	0.11823929960000001	0.2711858104	0.0025679442	0.0066667886	0.0013406699	0.0	0.2435953105	0.08180319230000001	0.0966920782	0.1261873865	0.2535372849	0.0831831558	0.1082208043	0.1717252584	0.0898850093	0.0322666277	0.0415925267	0.0556896104	1.0	0.3717125382	0.3396674584	0.6350021768
{sarma2012_fig5c-user}	11	10	26	0	1	0	0	0	0	0	0	0	1	0.0707973066	0.0802819957	0.0679381746	0.023166144	0.5514826404	0.3109822704	0.4032029633	0.2733988328	0.45866898	0.3123206751	0.3445675449	0.39799978490000004	0.3047093693	0.19529312440000002	0.23394437420000003	0.2547494493	0.9708814270999999	0.5979964453	0.7369573875	0.8047401609	0.0542604973	0.0691323433	0.053604275599999994	0.0171568173	0.5401342674	0.3272614732	0.38556099590000004	0.4288031514	0.4733947301	0.2977473854	0.3346292948	0.3872148985	0.3094222891	0.19327380019999998	0.1852259647	0.2402934684	1.0	0.651814019	0.7413862179	0.8096696565000001
{sarma2012_fig5d-user}	11	10	26	0	1	0	0	0	0	0	0	0	1	0.012720965800000001	0.023064145699999997	0.0125564833	0.0104757275	0.5093015093	0.2268605378	0.22192199850000002	0.2428316412	0.41248933950000005	0.2201820941	0.1907035836	0.2484943628	0.2526994079	0.1270318382	0.1169061367	0.1543753879	1.0	0.4883329594	0.44231062340000005	0.5594396607	0.0149540608	0.0172549113	0.014850471799999999	0.010448884399999999	0.7741419170999999	0.38674425840000004	0.3836087244	0.49230943229999996	0.5673879041	0.2946292599	0.3021028524	0.368710825	0.36064623030000004	0.18896099670000002	0.1825004193	0.23980828559999998	0.7173698087999999	0.8474642266	0.8032106283	0.9575450945999999
{schilling2009_fig1b-user}	33	42	30	0	1	0	0	0	0	0	0	0	0	0.0047553411	0.0102658592	0.004967496599999999	0.00041250550000000003	0.4552261952	0.0796736745	0.073794218	0.1285406866	0.3954884903	0.0703062984	0.0613215712	0.10914344599999999	0.2717054981	0.051500553899999996	0.0478974359	0.0786839546	0.7141665508	0.1211413748	0.10191247070000001	0.1992359455	0.0047485562	0.0101523244	0.005493212900000001	0.0003234746	0.5587947351	0.4165585469	0.3825588323	0.5177905453	0.5042949001	0.4111573555	0.3172162529	0.4734344039	0.4949178669	0.2603187473	0.2344110064	0.2840318478	1.0	0.5008531175	0.4200498794	0.5988924512
{teusink1998_fig3candd-user}	4	4	21	0	0.75	0	0	0	0.5	0	0.25	0	1	0.9434889434999999	0.7590808006	0.7761495705	0.8737201365	0.9764780674	0.685102587	0.6732412886	0.8569037656999999	1.0	0.6917360954999999	0.6991351843000001	0.8774635818000001	0.9286577993	0.645920942	0.6388022458	0.8200747464	0.8514412417	0.714751047	0.7023319616	0.7948253558	0.9839846252	0.7483556638	0.7097966728	0.8809865214	0.9743101808	0.5608909986999999	0.6047244093999999	0.8178913738	0.9630094043999999	0.2814991295	0.5818181818	0.7672327672	0.9331713244	0.5083567764	0.5415124272999999	0.7283072545999999	0.9091447173999999	0.6515376458	0.6562700278	0.7874903871
{tiago2010_fig2_fe_adequate-user}	17	29	29	0	1	0	0	0	0	0	0	0	0	0.7496611809999999	0.267699115	0.34135590229999996	0.5688262083	0.9418632936	0.5255870775	0.4709316468	0.7449018853	0.9019333799	0.5597802516	0.5863113265	0.7029774873000001	0.8615932354000001	0.4597482783	0.4691627287	0.6451182939	0.8165331084	0.6750348675	0.6590638298	0.7368220742	0.6241134752	0.35493629109999997	0.39202186899999997	0.48503069020000006	1.0	0.42760905579999997	0.514893617	0.7218493661	0.9588905399	0.4213275299	0.4934369823	0.6689702833	0.8608270342000001	0.4281764901	0.3281634037	0.7027223229999999	0.8842201416	0.5016843742	0.5703343644	0.7215803205
{tiago2010_fig2_fe_deficient}	17	29	29	0	1	0	0	0	0	0	0	0	0	0.6818723404000001	0.2737086636	0.28387188210000003	0.4451111111	1.0	0.5074740309	0.5772334294	0.7351807670999999	0.9871858057999999	0.581929111	0.5522470361	0.6987615559	0.9133606931	0.47628106049999996	0.4872293846	0.6408574628	0.8251287333	0.6810608637000001	0.7283636364	0.7812012481	0.48657840399999996	0.2445068359	0.3287918582	0.2822717024	0.9709161415	0.4684832183	0.4873479319	0.7483654026000001	0.9141944318	0.4312163617	0.4841087613	0.7121777778	0.9221915285	0.4156032783	0.4615207373	0.6657802892	0.8829623098999999	0.5456278943	0.5566208142	0.7515947467
