model	error_rate	num_x	num_r	num_p	p_n	p_l	p_q	p_p	p_e	p_L	p_Q	p_P	p_E	p_o	combinations	value
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	1_7_12_10	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	1_7_16_08	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	1_8_08_06	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	1_8_10_14	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	1_8_12_10	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	1_8_16_08	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	1_9_08_06	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	1_9_10_14	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	1_9_12_10	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	1_9_16_08	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_1_08_06	1
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_1_10_14	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_1_12_10	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_1_16_08	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_6_08_06	1
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_6_10_14	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_6_12_10	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_6_16_08	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_7_08_06	1
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_7_10_14	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_7_12_10	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_7_16_08	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_8_08_06	1
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_8_10_14	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_8_12_10	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_8_16_08	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_9_08_06	1
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_9_10_14	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_9_12_10	0
{montanez2008_fig3a-user}	0	3	5	18	0	1	0	0	0	1	0	0	0	0	2_9_16_08	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_1_08_06	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_1_10_14	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_1_12_10	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_1_16_08	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_6_08_06	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_6_10_14	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_6_12_10	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_6_16_08	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_7_08_06	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_7_10_14	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_7_12_10	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_7_16_08	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_8_08_06	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_8_10_14	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_8_12_10	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_8_16_08	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_9_08_06	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_9_10_14	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_9_12_10	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	1_9_16_08	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_1_08_06	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_1_10_14	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_1_12_10	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_1_16_08	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_6_08_06	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_6_10_14	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_6_12_10	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_6_16_08	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_7_08_06	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_7_10_14	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_7_12_10	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_7_16_08	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_8_08_06	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_8_10_14	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_8_12_10	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_8_16_08	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_9_08_06	1
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_9_10_14	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_9_12_10	0
{moriya2011_fig7c-user}	0.0784313725490196	49	51	108	0.058823529411764705	0.8627450980392157	0	0	0	0.23529411764705882	0	0.0196078431372549	0	0	2_9_16_08	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_1_08_06	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_1_10_14	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_1_12_10	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_1_16_08	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_6_08_06	1
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_6_10_14	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_6_12_10	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_6_16_08	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_7_08_06	1
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_7_10_14	1
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_7_12_10	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_7_16_08	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_8_08_06	1
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_8_10_14	1
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_8_12_10	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_8_16_08	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_9_08_06	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_9_10_14	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_9_12_10	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	1_9_16_08	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_1_08_06	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_1_10_14	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_1_12_10	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_1_16_08	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_6_08_06	1
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_6_10_14	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_6_12_10	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_6_16_08	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_7_08_06	1
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_7_10_14	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_7_12_10	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_7_16_08	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_8_08_06	1
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_8_10_14	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_8_12_10	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_8_16_08	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_9_08_06	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_9_10_14	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_9_12_10	0
{morris2002_fig1b-user}	0	4	2	5	0	1	0	0	0	0	0	0	0	0	2_9_16_08	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_1_08_06	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_1_10_14	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_1_12_10	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_1_16_08	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_6_08_06	1
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_6_10_14	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_6_12_10	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_6_16_08	1
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_7_08_06	1
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_7_10_14	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_7_12_10	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_7_16_08	1
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_8_08_06	1
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_8_10_14	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_8_12_10	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_8_16_08	1
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_9_08_06	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_9_10_14	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_9_12_10	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_9_16_08	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_1_08_06	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_1_10_14	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_1_12_10	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_1_16_08	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_6_08_06	1
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_6_10_14	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_6_12_10	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_6_16_08	1
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_7_08_06	1
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_7_10_14	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_7_12_10	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_7_16_08	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_8_08_06	1
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_8_10_14	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_8_12_10	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_8_16_08	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_9_08_06	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_9_10_14	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_9_12_10	0
{naresh2011_fig11to13-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_9_16_08	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_1_08_06	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_1_10_14	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_1_12_10	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_1_16_08	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_6_08_06	1
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_6_10_14	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_6_12_10	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_6_16_08	1
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_7_08_06	1
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_7_10_14	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_7_12_10	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_7_16_08	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_8_08_06	1
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_8_10_14	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_8_12_10	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_8_16_08	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_9_08_06	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_9_10_14	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_9_12_10	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_9_16_08	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_1_08_06	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_1_10_14	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_1_12_10	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_1_16_08	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_6_08_06	1
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_6_10_14	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_6_12_10	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_6_16_08	1
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_7_08_06	1
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_7_10_14	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_7_12_10	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_7_16_08	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_8_08_06	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_8_10_14	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_8_12_10	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_8_16_08	1
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_9_08_06	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_9_10_14	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_9_12_10	0
{naresh2011_fig6to7-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	2_9_16_08	0
{naresh2011_fig8to10-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_1_08_06	0
{naresh2011_fig8to10-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_1_10_14	0
{naresh2011_fig8to10-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_1_12_10	0
{naresh2011_fig8to10-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_1_16_08	0
{naresh2011_fig8to10-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_6_08_06	1
{naresh2011_fig8to10-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_6_10_14	0
{naresh2011_fig8to10-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_6_12_10	0
{naresh2011_fig8to10-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_6_16_08	1
{naresh2011_fig8to10-user}	0.3076923076923077	5	13	10	0.07692307692307693	0.6153846153846154	0	0	0	0	0	0	0	0	1_7_08_06	1
